Date,Unemployment,Inflation,GDP,BoE Rate,AveragePrice,Index,FTSE,Close
2018-01-02,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.1080330844930344,-0.9054573761940067
2018-01-03,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.150911401667532,-0.9054573761940067
2018-01-04,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.1971450491134543,-0.9054573761940067
2018-01-05,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.2499045681589007,-0.9054573761940067
2018-01-08,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.1982637959673832,-0.9054573761940067
2018-01-09,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.2625812717291294,-0.6589060233803327
2018-01-10,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.2952060782749428,-0.7726986967279219
2018-01-11,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.3220514513174255,-0.8675259754776309
2018-01-12,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.3513209275918139,-0.8675259754776309
2018-01-15,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.3336103183240868,-0.8675259754776309
2018-01-16,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.3090015286991001,-0.9433884711500747
2018-01-17,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.252141151576397,-0.8864919815961264
2018-01-18,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.2066530319363065,-0.8864919815961264
2018-01-19,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.2622080526810329,-0.8864919815961264
2018-01-22,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.2334984049787894,-0.8864919815961264
2018-01-23,0.1478241763532672,-0.14596129882999095,0.10456755076359685,0.15067482762708537,-1.0623021745222796,-1.0623021712586431,1.2640723273407934,-0.8864919815961264
